"","id_turma","discente","media_final","descricao","letivo","nome_docente","qtd_discentes","postura_profissional_media","postura_profissional_DP","atuacao_profissional_media","atuacao_profissional_DP","autoavaliacao_aluno_media","autoavaliacao_aluno_DP"
"86017",57628439,"1ad377e26a0c1b711edc38d88f022813","6,1","APROVADO POR NOTA",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86020",57628439,"9a57b0ef65e5a5a2b4e7c64007920bc4","0","TRANCADO",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86023",57628439,"3c8fee98c67b0812947d53d41acf1fc5","0,7","REPROVADO",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86026",57628439,"69836c31d265a5a1cdf5c7822b3f8ecc","0","TRANCADO",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86029",57628439,"d684a03b34f3c6ad92250e45b6a0f270","7,5","APROVADO",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86032",57628439,"c85bd5a4c4163d254f122b43fbd5c932","4,1","REPROVADO",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86035",57628439,"89f377c8ba34990f077076375ab1c5be","0","TRANCADO",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86038",57628439,"b1bba06612610bc63989a0a5ea14d3fc","7","APROVADO",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86041",57628431,"a75256817d400d5e16bbe3708487cd35","7,6","APROVADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",19,9.31,1.19,9.54,1.07,8.36,2.02
"86044",57628431,"aad31258ef0f8e30cd3d4eea691a6c18","6,3","APROVADO POR NOTA",20182,"EIJI ADACHI MEDEIROS BARBOSA",19,9.31,1.19,9.54,1.07,8.36,2.02
"86047",57628431,"62e5b2506a3950e0cf91b98d0b23b570","7,6","APROVADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",19,9.31,1.19,9.54,1.07,8.36,2.02
"86050",57628431,"591e0a91c6842d4aff9c0480f5d102fc","6,1","APROVADO POR NOTA",20182,"EIJI ADACHI MEDEIROS BARBOSA",19,9.31,1.19,9.54,1.07,8.36,2.02
"86053",57628431,"3c8fee98c67b0812947d53d41acf1fc5","2,2","REPROVADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",19,9.31,1.19,9.54,1.07,8.36,2.02
"86056",57628431,"a94a4705a3a0c2eb89e2897c6e76cf74","1,7","REPROVADO POR MÉDIA E POR FALTAS",20182,"EIJI ADACHI MEDEIROS BARBOSA",19,9.31,1.19,9.54,1.07,8.36,2.02
"86059",57628431,"b1bba06612610bc63989a0a5ea14d3fc","6,9","APROVADO POR NOTA",20182,"EIJI ADACHI MEDEIROS BARBOSA",19,9.31,1.19,9.54,1.07,8.36,2.02
"86062",57628431,"28ec6df9b15a56fac3aafd014f46c8a4","7,5","APROVADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",19,9.31,1.19,9.54,1.07,8.36,2.02
"86065",57628431,"d483c7713a8c90063ce6c2ef0a97755b","9,8","APROVADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",19,9.31,1.19,9.54,1.07,8.36,2.02
"86068",57628431,"b876bdfe28bc259cd3e85f5e05c073b7","0","REPROVADO POR MÉDIA E POR FALTAS",20182,"EIJI ADACHI MEDEIROS BARBOSA",19,9.31,1.19,9.54,1.07,8.36,2.02
"86071",57628359,"2618d2ca257b0d853345b0649840b762","0","CANCELADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86073",57628359,"dd8e4c212cafef7a108e1f7119b0efcc","8","APROVADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86075",57628359,"89f377c8ba34990f077076375ab1c5be","6,3","APROVADO POR NOTA",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86077",57628359,"10ec11a1d3cbedab972d234b7525f2a1","0,3","CANCELADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86079",57628359,"5aec416cc5a0f0d23e6db193856ffab0","7,2","APROVADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86081",57628359,"05cc233113f5bf7e155940f08af2fa08","5,3","APROVADO POR NOTA",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86083",57628359,"40d7b286b082dc9a542baf87369e3deb","5,3","APROVADO POR NOTA",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86085",57628359,"562d1d2b6668dbe332fbd9fdcf8b2866","6","APROVADO POR NOTA",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86087",57628359,"00817e8a1f70ef3d38481bc73eff4f3b","0","REPROVADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86089",57628359,"5826ca54c04ae08d4e90209a79d785ff","5,6","APROVADO POR NOTA",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86091",57628359,"b457a1dc8a0ebaff4f94710be4e05ace","7,7","APROVADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86093",57628359,"e203b55fd1e908f6e296c67f9dd28c39","8,2","APROVADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86095",57628359,"0b41ff426207b44cb688344e252d59e4","8,9","APROVADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86097",57628359,"5418270995447cf6feca545db2a6647d","1,8","REPROVADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86099",57628359,"95d57b1a7198f31dd4e7f5202002f2cd","1,5","CANCELADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86101",57628359,"9638630d680bb2dd1bfbf4e91866f0a6","0","CANCELADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86103",57628359,"3c76ba78f66680cb4e4b983f1a422ec4","1,5","REPROVADO",20182,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",37,9.5,0.76,9.45,1.43,8.1,2.68
"86105",57628255,"46fcfa469134e1d7294e54ec241ce9b2","6,2","APROVADO POR NOTA",20182,"LIGIO JOSE DE OLIVEIRA MAIA",17,9.77,0.43,9.65,0.64,8.73,1.45
"86108",57631028,"3067b925ebcfe7dce4bbb9f57d36d51c","6,9","APROVADO POR NOTA",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86111",57631028,"a75256817d400d5e16bbe3708487cd35","8,8","APROVADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86114",57631028,"a14b755d6051d5b49c1f56a5493999a2","8,5","APROVADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86117",57631028,"3f5a3f7e5f8a664508a20a88b09d8f28","0","TRANCADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86120",57631028,"0d8dc6c81c567024224058123cdcc344","9,4","APROVADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86123",57631028,"a0a6c57462362842b0026fc8e746ea9d","0","TRANCADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86126",57631028,"430325976024d5d1ef77afdcfaab016a","8,1","APROVADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86129",57631028,"28685e2715ef5bd4ccd928220187c670","5,8","APROVADO POR NOTA",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86132",57631028,"6303b8169eedc5765be3c20e98878d92","8,9","APROVADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86135",57631028,"a94a4705a3a0c2eb89e2897c6e76cf74","0","INDEFERIDO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86138",57631028,"6b160e88e50e58c8576c7001df3e0a4b","7,1","APROVADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86141",57631028,"e7d17a072c91b4c90b8d7fb7c70ec8db","0","TRANCADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86144",57631028,"6deccbed56a3b668d10e8efc741714ec","7,6","APROVADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86147",57631028,"f76b84a0d3110ec3345de5644810dbc8","0","DESISTENCIA",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86150",57631028,"12b0573e11e420b6801bb09f15e5e681","0","TRANCADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86153",57631028,"607e9b8fbde5a11fb4dd2794371701ed","8","APROVADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86156",57631028,"415cf84d78f56521d710d544c04b859f","6,8","APROVADO POR NOTA",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86159",57631028,"9d7ba9201525241ad408ad1ffce454c2","0","TRANCADO",20182,"DENNYS LEITE MAIA",32,9.83,0.43,9.72,0.79,8.56,2.18
"86162",57626932,"68153b54886006e4fa113d2eabc13310","8,2","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86165",57626932,"b747baeb100d39e775e6b8bfc1661ead","7,5","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86168",57626932,"77a43ed614cc74eb6b124a0d94f53fa8","7,3","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86171",57626932,"6175bb41ff32f3c576f591ead25109e7","8,8","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86174",57626932,"e71f0af009489a309cc39942acac97c0","8,8","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86180",57626932,"23546cd0e71e599241b81b3e482e79a3","2,2","REPROVADO POR MÉDIA E POR FALTAS",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86183",57626932,"db6ba4657afbb2142110e00aaf0a4feb","6,6","APROVADO POR NOTA",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86186",57626932,"159926c5f19d6b9565385e9e16d6f438","6,3","APROVADO POR NOTA",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86189",57626932,"a609ebc6b61e57772e4b2490decd1ef0","7,9","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86192",57626932,"a259daf520bf0ec378fc7009e6b4a753","9,7","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86195",57626932,"c7658428eaebf51d27c6172a9b4ad489","7,7","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86198",57626932,"5b0b8c744d1c86ca8d74f9fcf21721e5","6,8","APROVADO POR NOTA",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86201",57626932,"665f93b53c1284af487a652b8cbfc355","9","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86204",57626932,"4053f4ec2ac9c559f4dba781601528f9","7,1","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86207",57626932,"31fed2e7cf86e6551bceebdc76792cf1","6,1","APROVADO POR NOTA",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86210",57626932,"227dd4145147e60c4881366be6dcfecd","7,2","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86213",57626932,"7f665793e16eba17ae26d59e397ac099","8,4","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",36,9.88,0.42,9.28,1.66,8.35,2.8
"86216",57631042,"5a6c02348bad1baaa4bfceeccc8fade0","8,2","APROVADO",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86219",57631042,"f0959bbf7c7c385d11d1447525b57745","9,1","APROVADO",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86222",57631042,"c28c0fca2a1776c3a9857f425795a920","8,8","APROVADO",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86225",57631042,"40589bf5a2be73155efd962f1e29a861","9,2","APROVADO",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86228",57631042,"09ec1e50829a0d7def8911f0ec7f4fb1","8,8","APROVADO",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86231",57631042,"ba804537a9b16b1fa3582844e8ef9636","8,9","APROVADO",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86234",57631042,"b457a1dc8a0ebaff4f94710be4e05ace","6,1","APROVADO POR NOTA",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86237",57631042,"73c2ec9df7df3db41fc430a063b7dae5","8,2","APROVADO",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86240",57631042,"23546cd0e71e599241b81b3e482e79a3","2,3","REPROVADO POR MÉDIA E POR FALTAS",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86243",57631042,"8115d4300b3d799016505adae5c94249","7,5","APROVADO",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86246",57631042,"0d60d6592e7008990c2fae3d6dc38876","1,3","REPROVADO POR MÉDIA E POR FALTAS",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86249",57631042,"f80873bf03a8c998acdd9685253f4199","7,4","APROVADO",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86252",57631042,"9d7ba9201525241ad408ad1ffce454c2","9,3","APROVADO",20182,"MIRLA RODRIGUES PINTO",24,9.37,1.22,8.79,2.3,7.91,3.01
"86255",57628374,"a9d3d9e221caf3b0839aca61fb8ca41b","0","CANCELADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86258",57628374,"e17aa98aba6e3c239aeeb11db930f4e7","0","CANCELADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86261",57628374,"a0a6c57462362842b0026fc8e746ea9d","6,8","APROVADO POR NOTA",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86264",57628374,"1f0b70d777dce970398f355e216b2010","0","CANCELADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86267",57628374,"37d985f549ffb1f9c5b3277772f27783","0","TRANCADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86270",57628374,"51063c4f265d89f98f85c25f8a8e4168","1,5","REPROVADO POR MÉDIA E POR FALTAS",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86273",57628374,"f10d056a56d20e5bc544c1d12301db41","2,2","REPROVADO POR MÉDIA E POR FALTAS",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86276",57628374,"b70eb66f7673ff13de84cec71b89dfca","0,7","REPROVADO POR MÉDIA E POR FALTAS",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86279",57628374,"517d92a4d634f2295f35d3411f697b31","1,7","CANCELADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86282",57628374,"9638630d680bb2dd1bfbf4e91866f0a6","0,4","CANCELADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86285",57628374,"5a6c02348bad1baaa4bfceeccc8fade0","0","REPROVADO POR MÉDIA E POR FALTAS",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86288",57628374,"267b096aab23bda35d2457d4181ea475","0,1","REPROVADO POR MÉDIA E POR FALTAS",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86291",57628374,"e268ca812a9daa1b587699e002bd7be5","0","TRANCADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86294",57628374,"8aff77a9efc296f354650993f9133b0e","0","REPROVADO POR MÉDIA E POR FALTAS",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86297",57628374,"2b5450e6acd77b412be49c3eb88bb582","0","TRANCADO",20182,"EIJI ADACHI MEDEIROS BARBOSA",16,10,0,9.48,1.48,8.49,3.09
"86300",57628413,"d531c7e77bd325149ba25393287b693d","5,4","APROVADO POR NOTA",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86303",57628413,"65a053d4f6f96fe501fddfc25455023a","5,6","APROVADO POR NOTA",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86306",57628413,"72b86f1194a0e5abd4a6f80246ae6ff6","5,3","APROVADO POR NOTA",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86309",57628413,"7bce7935588670813945edba8a908be3","6,6","APROVADO POR NOTA",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86312",57628413,"aac51e8960c87131e68ca5132776ff4d","8","APROVADO",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86315",57628413,"2ebbaa51b82874c8773f3da6ab13bc2b","6","APROVADO POR NOTA",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86318",57628413,"86025e94e6a5553b1cfced0501aaf3f7","8,4","APROVADO",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86321",57628413,"dcf3cc139f6688da2382a79c4b743eda","6,5","APROVADO POR NOTA",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86324",57628413,"b79c01c95fec207fe61e036ad42e8d3a","1,4","REPROVADO POR MÉDIA E POR FALTAS",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86327",57628413,"506ba54e596e80a9bf1af67ca17a32ca","0","REPROVADO POR MÉDIA E POR FALTAS",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86330",57628413,"227dd4145147e60c4881366be6dcfecd","6,8","APROVADO POR NOTA",20182,"JOAO CARLOS XAVIER JUNIOR",26,9.8,0.56,8.43,2.32,8.52,2.4
"86333",57628339,"be20464b5e11a53b75442dba987f40ec","0","REPROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86336",57628339,"dd8e4c212cafef7a108e1f7119b0efcc","9,9","APROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86339",57628339,"09201e03524f1190e81421c7979d84be","0","CANCELADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86342",57628339,"bb33d2f0159a065615d6ad2477ff315a","6,6","APROVADO POR NOTA",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86345",57628339,"929023c2fbecbab0e36d21ec23c7233a","5","APROVADO POR NOTA",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86348",57628339,"06e3ff9dc2b640ac531263087be074ac","6,7","APROVADO POR NOTA",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86351",57628339,"e25b97dd3468f4b9de728182f95553ed","0,2","REPROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86354",57628339,"e35b819ba818fdcf4798abf7b7e40994","5","APROVADO POR NOTA",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86357",57628339,"4028c67e75fbc168fb53b151e7185b59","0,6","REPROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86360",57628339,"341395b0ad08351dcb6f6af033472f21","7,7","APROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86363",57628339,"517fc3dc768c8a0d1d9e7557f425abc9","0,1","REPROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86366",57628339,"298de995c5d9bf720df47e9560dad0f9","5,3","APROVADO POR NOTA",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86369",57628339,"d2c9f722ac5b1c844e7e193715f223c3","0,5","CANCELADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86372",57628339,"6d79d628e1c01120ab9020941f46cd79","9,2","APROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86375",57628339,"8a77ec8e2ce6c17320f124f8c4e4825b","4,3","REPROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86378",57628339,"4e16386b1d188459f17b0bbc3392f9f4","5","APROVADO POR NOTA",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86381",57628339,"1c86769ba9d4b68cd15cfa9779e81c7b","1,2","REPROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86384",57628339,"5daafb2421cf898143f12f19158a6554","0","REPROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86387",57628339,"74024d22510222a16047434ccfa5b190","0","REPROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86390",57628339,"55081ebfc0b2108e412e4bcf18db25e6","0,1","REPROVADO",20182,"JULIO CESAR PAULINO DE MELO",31,9.56,0.87,8.83,1.84,8.5,2.2
"86393",57628427,"d531c7e77bd325149ba25393287b693d","7,9","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86396",57628427,"fce07dbaad19f5b2d010a3c83ce6557f","6,4","APROVADO POR NOTA",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86399",57628427,"e71f0af009489a309cc39942acac97c0","7,9","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86402",57628427,"b747baeb100d39e775e6b8bfc1661ead","7,7","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86405",57628427,"63621aed3d274922695cd95a0aa80009","0","CANCELADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86408",57628427,"b391443c0f08d3ec16f278f302189e44","8,2","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86411",57628427,"5a6c02348bad1baaa4bfceeccc8fade0","5,5","APROVADO POR NOTA",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86414",57628427,"209d1623110247393ad217aa8448b3fd","6,4","APROVADO POR NOTA",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86417",57628427,"7bce7935588670813945edba8a908be3","7,4","APROVADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86420",57628427,"267b096aab23bda35d2457d4181ea475","2,2","REPROVADO POR MÉDIA E POR FALTAS",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86423",57628427,"22eed0d1089c5e97b510cbace9d90901","0","CANCELADO",20182,"FREDERICO ARAUJO DA SILVA LOPES",24,9.39,1.2,9.19,1.53,8.66,1.78
"86426",57628372,"c2ff293de9a8f3ce1817a667fe700f64","0","CANCELADO",20182,"DANIEL TEIXEIRA DOS SANTOS",44,9.78,0.75,9.62,0.99,8.14,2.54
"86429",57628372,"20355216f0ff5dde45daefd7d5545b01","7,3","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",44,9.78,0.75,9.62,0.99,8.14,2.54
"86432",57628372,"963893bc375035dc3d16b521af90caa2","6,6","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",44,9.78,0.75,9.62,0.99,8.14,2.54
"86435",57628372,"493cf4e80659c7c6dac227eb99a4379a","6,3","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",44,9.78,0.75,9.62,0.99,8.14,2.54
"86438",57628372,"9f396fb67d1a6abb0d57fd2bfd8b1729","1,4","CANCELADO",20182,"DANIEL TEIXEIRA DOS SANTOS",44,9.78,0.75,9.62,0.99,8.14,2.54
"86441",57628372,"61c12ee39c8672f3afd1488aef6dd956","0,7","REPROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",44,9.78,0.75,9.62,0.99,8.14,2.54
