"","id_turma","discente","media_final","descricao","letivo","nome_docente","qtd_discentes","postura_profissional_media","postura_profissional_DP","atuacao_profissional_media","atuacao_profissional_DP","autoavaliacao_aluno_media","autoavaliacao_aluno_DP"
"40120",57600133,"ce4e7fc455f0f66778e017235ad23bc1","0","CANCELADO",20171,"DANIEL TEIXEIRA DOS SANTOS",20,10,0,9.74,0.71,8.71,1.92
"40123",57600133,"fada7be4b45d0f1e4f96b5f9c3c5c630","0","CANCELADO",20171,"DANIEL TEIXEIRA DOS SANTOS",20,10,0,9.74,0.71,8.71,1.92
"40126",57597117,"aab7ed515e265593abb11d7c6426f706","6","APROVADO POR NOTA",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40128",57597117,"312e3edf39a72d333352df2a41f54f78","7,9","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40130",57597117,"f82c470c0402eb305a0fb2ed02c8e0da","8,8","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40132",57597117,"ece4bf9b8bc774535360c3bcdd31d141","9,2","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40134",57597117,"4053f4ec2ac9c559f4dba781601528f9","8,8","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40136",57597117,"0d60d6592e7008990c2fae3d6dc38876","7,5","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40138",57597117,"169d05c942ca7ab1fe5f4fed41873fb2","8,4","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40140",57597117,"2013f534c65d77dc89122c35df697415","8,4","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40142",57597117,"c7f9313a1b2a576d8f06c7cf4a8541dd","8,7","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40144",57597117,"d94c0a211b8f325b3670decb5deacbe5","5,3","APROVADO POR NOTA",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40146",57597117,"7d9ad4acac9afce42e5e334c12b90203","2,3","REPROVADO POR MÉDIA E POR FALTAS",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40148",57597117,"77067b2d4f4c5b74151443318202145a","6,7","APROVADO POR NOTA",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40150",57597117,"0e153f088e4ba8895b750b65adb1645e","5,4","APROVADO POR NOTA",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40152",57597117,"8e0a9c44006f9688ba76a1d30c612ad3","2","REPROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40154",57597117,"73fe9908d8069925c6fe41b6295c359e","5,4","APROVADO POR NOTA",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40156",57597117,"f0959bbf7c7c385d11d1447525b57745","6,2","APROVADO POR NOTA",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40158",57597117,"42fede1acc943a05417787540f3b7569","8","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40160",57597117,"95a66f19cdca5cafd900c173526d7512","8,4","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40162",57597117,"499b1c91c88763bc1cce62f90bd964fa","0","REPROVADO POR MÉDIA E POR FALTAS",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40164",57597117,"51e6b3da56353286d76ef9dd96359775","0","REPROVADO POR MÉDIA E POR FALTAS",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40166",57597117,"3ec4ad0769ff0f5c4c47b403156274f6","5,3","APROVADO POR NOTA",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40168",57597117,"8a93a3ff35254827a815c27ce6e99e45","7,9","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40170",57597117,"7c6119ab02be92acb387e024cef0dcae","7,2","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40172",57597117,"d343c968cda718d62c067ca556d1184f","7,4","APROVADO",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40174",57597117,"6c03ceef5e9d50b13a85726f7addf749","3","REPROVADO POR MÉDIA E POR FALTAS",20171,"ISABEL DILLMANN NUNES",54,9.82,0.51,9.75,0.86,8.72,2.26
"40176",57593761,"cde912bcbb9f5d4832b5b67411004f1c","7,9","APROVADO",20171,"ANNA RAFAELLA DA SILVA MARINHO",42,8.94,1.45,7.79,2.21,8.46,2.12
"40177",57593761,"cde912bcbb9f5d4832b5b67411004f1c","7,9","APROVADO",20171,"KELLY CHRISTINA DA SILVA MATOS",42,9.83,0.53,9.53,1.06,9.08,1.85
"40188",57600128,"65a053d4f6f96fe501fddfc25455023a","5,5","APROVADO POR NOTA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40190",57600128,"63621aed3d274922695cd95a0aa80009","7,2","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40192",57600128,"1f4e331260850b103e0246a4ba824168","6,9","APROVADO POR NOTA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40194",57600128,"62e5b2506a3950e0cf91b98d0b23b570","7","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40196",57600128,"5daafb2421cf898143f12f19158a6554","1,1","CANCELADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40198",57600128,"5b4cf941e6c7e0ef4be878970383550b","6,2","APROVADO POR NOTA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40200",57600128,"54084fe8c2b25028179125d6e65efa86","0","CANCELADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40202",57600128,"74024d22510222a16047434ccfa5b190","3,4","CANCELADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40204",57600128,"7ce3412f1ad2c6d2aa4e18c41b765835","0","REPROVADO POR MÉDIA E POR FALTAS",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40206",57600128,"69cd8e27bd76177e4421118af6c425d0","0,8","REPROVADO POR MÉDIA E POR FALTAS",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40208",57600128,"c5642efe8a30966a0f82321d5e43489f","5,2","APROVADO POR NOTA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40210",57600128,"2339c3e3837a104cbf30409d20447468","8,3","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40212",57600128,"8bb45639121828c4b466ced91fcd36e0","5,7","APROVADO POR NOTA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40214",57600128,"fada7be4b45d0f1e4f96b5f9c3c5c630","0","CANCELADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40216",57600128,"fa4c071a8ef2ef0cfa9345c3fe9695fa","0","CANCELADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",18,10,0,9.72,0.7,8.79,1.89
"40218",57597067,"9367faa78e1994f3861499e75f7f61e9","7,5","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40220",57597067,"9a57b0ef65e5a5a2b4e7c64007920bc4","7,4","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40222",57597067,"b5c6ce0b71811530c2d8f3406a9026a9","6,8","APROVADO POR NOTA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40224",57597067,"277830ff25b2d893a214d8e0c1bee0e4","7,1","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40226",57597067,"494c91068803fe73539abd10f38d14d9","6,3","APROVADO POR NOTA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40228",57597067,"22b6285ead6b0624416b2d44b397a602","7,2","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40230",57597067,"93fa692377232d96c7bc48969f2d3a59","0","EXCLUIDA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40232",57597067,"73c2ec9df7df3db41fc430a063b7dae5","6,8","APROVADO POR NOTA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40234",57597067,"3ddd6ba065def5e04b33d9586c5535aa","7,3","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40236",57597067,"5c36f997414afe85466ddf7f029be0f3","7","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40238",57597067,"6decd1a3d280d42c169e21a7b3720a1b","7,9","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40240",57597067,"47e0a38b24fe1ff3dce2d3da5fb2eb9e","7,8","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40242",57597067,"09ec1e50829a0d7def8911f0ec7f4fb1","7","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40244",57597067,"4dd6724406f14cb11b62567786620037","7,5","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40246",57597067,"a4dcb29c90d3391a129da2f0afedc5bc","7,2","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40248",57597067,"f45ddf1b4118f29bf469b032a507cc46","7,7","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40250",57597067,"96ea2b24aba5883a72451d765ac9ea86","7,1","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40252",57597067,"de9d615d60689d6ea25c984ce8879c0b","8,3","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40254",57597067,"c7658428eaebf51d27c6172a9b4ad489","7,6","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40256",57597067,"68faf54cf20ca9cdcd6d9e3588f59747","7,8","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40258",57597067,"7a261aece371b5705ed0ecc531768b89","7","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40260",57597067,"d39a11d836468d87e62a47b06161a21f","5,1","APROVADO POR NOTA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40262",57597067,"0930b51fc9f880328c34c4712cf1d36e","2","REPROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40264",57597067,"3741066175d61b20f08e509ac825cc13","1,3","REPROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40266",57597067,"49de00d583bcd4f09078415cccf52817","7,3","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40268",57597067,"9ef0bcac50fc12d64767f36045714453","8,2","APROVADO",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40270",57597067,"cf05d3eaf2bfa531d3474c730023c7bd","5,9","APROVADO POR NOTA",20171,"WILLIAM BRENNO DOS SANTOS OLIVEIRA",53,9.74,0.5,9.55,0.91,8.59,2.08
"40272",57596650,"5a837945922cdd6277b251ff2728644f","1,8","REPROVADO POR MÉDIA E POR FALTAS",20171,"LUIZ AMORIM CARLOS",21,9.19,1.47,8.42,1.99,8.73,1.94
"40275",57596650,"8dca625c4aeef2641364d784bcef00c5","6,2","APROVADO POR NOTA",20171,"LUIZ AMORIM CARLOS",21,9.19,1.47,8.42,1.99,8.73,1.94
"40278",57596650,"9d7cb108ab49a13ea413980b2025da39","5,7","APROVADO POR NOTA",20171,"LUIZ AMORIM CARLOS",21,9.19,1.47,8.42,1.99,8.73,1.94
"40281",57596650,"27a3ad3307a1fb479e0e0b283bfa1140","8,3","APROVADO",20171,"LUIZ AMORIM CARLOS",21,9.19,1.47,8.42,1.99,8.73,1.94
"40284",57596650,"162593e06559eb6be9c69a237d28afdb","8,2","APROVADO",20171,"LUIZ AMORIM CARLOS",21,9.19,1.47,8.42,1.99,8.73,1.94
"40287",57596650,"d66280a74db6398a4fe364184d3b053e","7,5","APROVADO",20171,"LUIZ AMORIM CARLOS",21,9.19,1.47,8.42,1.99,8.73,1.94
"40290",57596650,"1b723ea570ff87651bed3b7039f4db06","8","APROVADO",20171,"LUIZ AMORIM CARLOS",21,9.19,1.47,8.42,1.99,8.73,1.94
"40293",57596650,"16a900c85457117fb949f9a75ca71fd8","1,7","REPROVADO POR MÉDIA E POR FALTAS",20171,"LUIZ AMORIM CARLOS",21,9.19,1.47,8.42,1.99,8.73,1.94
"40296",57596650,"85719469017395a321479dcc8b4362c5","8,5","APROVADO",20171,"LUIZ AMORIM CARLOS",21,9.19,1.47,8.42,1.99,8.73,1.94
"40299",57596650,"950a51183578ac08f731b86ad0332206","7,8","APROVADO",20171,"LUIZ AMORIM CARLOS",21,9.19,1.47,8.42,1.99,8.73,1.94
"40302",57598061,"bb08f985540d1d45c21123066e5203e3","7,3","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40305",57598061,"430325976024d5d1ef77afdcfaab016a","7,1","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40308",57598061,"1e30378e6116ffd948012d513a448944","0","CANCELADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40311",57598061,"f20199e35adb3eb3397143f91c1f78c9","8,3","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40314",57598061,"0d8dc6c81c567024224058123cdcc344","7,4","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40317",57598061,"f23e5fa8c16da3a0b77a4ed738182750","7,8","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40320",57598061,"69fc0bfa31d311c26a130bf6bd37a5cd","7,3","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40323",57598061,"6a37e32e49e5bc1fdb70709ae521646c","5","APROVADO POR NOTA",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40326",57598061,"2ebbaa51b82874c8773f3da6ab13bc2b","7,9","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40329",57598061,"337456e02d9ba98811e329391b0dd2e6","7,1","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40332",57598061,"3dfeeb90cb09fd2912d5baf8497fb5fd","7,8","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40335",57598061,"ce626ab32166cd593d4bfc550821a5c7","4,5","REPROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40338",57598061,"f337a9de78acc5a3ca0415761b55bd98","7,5","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40341",57598061,"9aa51c3d254f37645b7a0f195ee4207e","2,1","REPROVADO POR MÉDIA E POR FALTAS",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40344",57598061,"08f00f60be208994947441f13c9e3ee1","6,8","APROVADO POR NOTA",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40347",57598061,"935575d8369467656832d455e86b8290","7,6","APROVADO",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40350",57598061,"415cf84d78f56521d710d544c04b859f","6,7","APROVADO POR NOTA",20171,"ISABEL DILLMANN NUNES",37,9.72,0.66,9.7,0.63,9.18,1.16
"40353",57597971,"eab204b74c008e044f8664a03f3ff302","9,1","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40356",57597971,"6175bb41ff32f3c576f591ead25109e7","8,7","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40359",57597971,"ce74ad673bbc7567921660544fafa599","7,3","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40362",57597971,"d9767f5a6e88adb4e6b065ca12a93c62","7,9","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40365",57597971,"52df7a26e3059a52241366146b904b01","2,9","REPROVADO POR MÉDIA E POR FALTAS",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40368",57597971,"7d14a382c44c929ce723a5c81c62f99f","4,2","CANCELADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40371",57597971,"607e9b8fbde5a11fb4dd2794371701ed","8,2","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40374",57597971,"d2d0f12536bf8bdd0863cc05791e553f","9","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40377",57597971,"b06b391213ef9e3897598dec729ae710","6,5","APROVADO POR NOTA",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40380",57597971,"b94ea5ff86c1504fa246ff7bc04bbd99","8,4","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40383",57597971,"ba5fefd9bd218063b6484ba2916d3bf0","10","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40386",57597971,"81d00ebeec073e1fd48af06c60895017","7,7","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40389",57597971,"4bc11904bc4637fce87f851c094c3f59","9,2","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40392",57597971,"77a188e6ffe37c8c56916b5669cc1fa8","9,4","APROVADO",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40395",57597971,"f911936596f99ff498fff8a61d3d1929","0,4","REPROVADO POR MÉDIA E POR FALTAS",20171,"IVANOVITCH MEDEIROS DANTAS DA SILVA",32,9.77,0.65,9.81,0.67,9.12,1.67
"40398",57597936,"46fcfa469134e1d7294e54ec241ce9b2","2,4","REPROVADO POR MÉDIA E POR FALTAS",20171,"SILVIA MARIA DINIZ MONTEIRO MAIA",17,10,0,9.78,0.79,7.64,2.42
"40401",57597936,"851fe8913fe7e4e3bb131ee4a393bcb6","1,1","CANCELADO",20171,"SILVIA MARIA DINIZ MONTEIRO MAIA",17,10,0,9.78,0.79,7.64,2.42
"40404",57597936,"50676f5bca0d76c5dd30fae43b86ba37","5","APROVADO POR NOTA",20171,"SILVIA MARIA DINIZ MONTEIRO MAIA",17,10,0,9.78,0.79,7.64,2.42
"40407",57597936,"aad31258ef0f8e30cd3d4eea691a6c18","6,1","APROVADO POR NOTA",20171,"SILVIA MARIA DINIZ MONTEIRO MAIA",17,10,0,9.78,0.79,7.64,2.42
"40410",57597936,"5f104921a4144c61381f27ed8566675b","3,9","REPROVADO",20171,"SILVIA MARIA DINIZ MONTEIRO MAIA",17,10,0,9.78,0.79,7.64,2.42
"40413",57597936,"f6d6689b93de8e71cd88ce530090f9cd","5,2","APROVADO POR NOTA",20171,"SILVIA MARIA DINIZ MONTEIRO MAIA",17,10,0,9.78,0.79,7.64,2.42
"40416",57597936,"c99a608e1313edb8d08548496dda5811","0","CANCELADO",20171,"SILVIA MARIA DINIZ MONTEIRO MAIA",17,10,0,9.78,0.79,7.64,2.42
"40419",57597936,"0b94a8805eba989f442796ed60e1899b","1,5","CANCELADO",20171,"SILVIA MARIA DINIZ MONTEIRO MAIA",17,10,0,9.78,0.79,7.64,2.42
"40422",57597913,"a87af6d0c7414f5952ead0fd6222e4dc","7,5","APROVADO",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40425",57597913,"6e18f76992457c4d8c48bad107106031","5,3","APROVADO POR NOTA",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40428",57597913,"1deed8f21a895fa8446751ffd0b079f6","0,3","REPROVADO POR MÉDIA E POR FALTAS",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40431",57597913,"1ad377e26a0c1b711edc38d88f022813","5,5","APROVADO POR NOTA",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40434",57597913,"e71f0af009489a309cc39942acac97c0","1,7","REPROVADO",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40437",57597913,"53f16a59cc553ba9e8b906a838a9c8be","5","APROVADO POR NOTA",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40440",57597913,"46fcfa469134e1d7294e54ec241ce9b2","5","APROVADO POR NOTA",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40443",57597913,"ee01661785b2af90f559ed136ed97acb","4,8","REPROVADO",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40446",57597913,"159926c5f19d6b9565385e9e16d6f438","4,7","REPROVADO",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40449",57597913,"36e2211c6c16fa38f1e7fef99b10d22f","4,4","REPROVADO",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40452",57597913,"6ee64dfc60839af962f3139b93600a1f","6,5","APROVADO POR NOTA",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40455",57597913,"03bfbca49f87108827933742b71f3cff","10","APROVADO",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40458",57597913,"506ba54e596e80a9bf1af67ca17a32ca","2,5","CANCELADO",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40464",57597913,"a7f137d43e7d464f44e3c234ef986f70","0","REPROVADO POR MÉDIA E POR FALTAS",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40467",57597913,"28e8b47eb39452c4468456693f2b7cdb","0","REPROVADO POR MÉDIA E POR FALTAS",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40470",57597913,"f8bd9385c1f1481d189651206ff59cd4","0","REPROVADO POR MÉDIA E POR FALTAS",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40473",57597913,"b87723142e9ebaf8399c7200395a8070","0,8","CANCELADO",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40476",57597913,"49e244d659ef8254b2a6015b3b15936e","0,8","REPROVADO",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40479",57597913,"11fa855f1fa0903a2a3f7a5ba864977a","5,2","APROVADO POR NOTA",20171,"RAFAELA HORACINA SILVA ROCHA SOARES",33,8.68,1.49,8.43,1.96,8.73,1.9
"40482",57598070,"c85bd5a4c4163d254f122b43fbd5c932","5","APROVADO POR NOTA",20171,"BRUNO SANTANA DA SILVA",37,9.69,0.89,9.41,1.17,8.79,1.62
"40485",57598070,"eab204b74c008e044f8664a03f3ff302","7,9","APROVADO",20171,"BRUNO SANTANA DA SILVA",37,9.69,0.89,9.41,1.17,8.79,1.62
"40488",57598070,"38ceb42ec7122ddfb2dcf670bf47be08","8,3","APROVADO",20171,"BRUNO SANTANA DA SILVA",37,9.69,0.89,9.41,1.17,8.79,1.62
"40491",57598070,"b747baeb100d39e775e6b8bfc1661ead","8,5","APROVADO",20171,"BRUNO SANTANA DA SILVA",37,9.69,0.89,9.41,1.17,8.79,1.62
"40494",57598070,"23546cd0e71e599241b81b3e482e79a3","8,1","APROVADO",20171,"BRUNO SANTANA DA SILVA",37,9.69,0.89,9.41,1.17,8.79,1.62
